time,cont,conterr
-2.0,0.7793103448275853,0.021
-1.1094043319616782,0.9310344827586099,0.021
-1.0412835966248304,0.6965517241379269,0.023
-0.6862784671147502,1.3241379310344632,0.021
-0.6861906169931618,1.027586206896561,0.02
-0.6839095633175696,1.3448275862069026,0.025
-0.6227997922334092,1.1517241379310241,0.02
-0.6216426286769501,0.9517241379310244,0.021
-0.61086496100184,1.1310344827586096,0.024
-0.5785440624210074,0.9931034482758538,0.021
-0.5523317020792333,1.2689655172413903,0.031
-0.547521182710434,1.213793103448293,0.022
-0.5463231819372087,1.2896551724137804,0.023
-0.23073822688066437,0.7379310344827559,0.022
-0.22948440397677494,0.7999999999999998,0.021
-0.22352165488925446,0.8413793103448293,0.022
-0.2223079403942212,0.7310344827586097,0.02
-0.1984878992010497,0.6000000000000001,0.019
-0.19014139325913715,0.5241379310344634,0.021
-0.19007640828695438,0.7310344827586341,0.019
0.1971905827673619,2.0,0.024
0.1984362485366975,1.7310344827586341,0.02
0.19959927372254027,1.7172413793103658,0.022
0.20196072521912445,1.8482758620689759,0.023
0.22827508870052338,1.6482758620689757,0.023
0.22947940301198733,1.641379310344829,0.023
0.23066759844197815,1.724137931034488,0.023
0.2629507188813469,1.744827586206878,0.021
0.631109260828727,1.6965517241379269,0.02
0.6335665122068344,1.4206896551724149,0.023
0.6503107779862298,1.7655172413792926,0.024
0.6526584168947895,1.641379310344829,0.022
0.6599077444863357,1.5241379310344634,0.024
0.6622416367352226,1.6689655172413658,0.03
0.6646986687517438,1.2689655172413903,0.028
0.6694349863654661,1.193103448275878,0.031
0.6813687040073195,1.5724137931034634,0.031
0.6837674853326137,1.275862068965512,0.026
0.689746346109422,1.6206896551724146,0.032
0.7279521060287486,1.4896551724137805,0.026
1.04589913230833,1.5862068965517317,0.023
1.0531071743703562,1.2620689655172441,0.019
1.0578578487806323,0.7931034482758537,0.026
1.05904923514262,1.0,0.024
1.0602370997321806,0.9103448275862194,0.028
1.0674309731931104,0.9379310344827316,0.045
1.0722753126051772,1.2896551724138048,0.025
1.0734791042846528,1.3862068965517316,0.023
1.074629595892406,1.427586206896561,0.025
1.0758754978050948,0.937931034482756,0.024
1.0782766022055958,1.1793103448275852,0.025
1.0818953887889164,1.0137931034482683,0.021
1.09486378950306,0.21379310344826807,0.06
1.0950053688299795,0.6137931034482684,0.037
1.0950607078856676,0.9448275862069027,0.025
1.1021790298584433,0.7999999999999998,0.041
1.1022737413228918,1.1103448275861951,0.05
1.1033948888227898,1.2000000000000002,0.047
1.1045500193887796,0.7517241379310486,0.028
1.104671054244105,0.9103448275862194,0.034
1.1058591310030748,1.062068965517244,0.031
1.108160050687625,1.1931034482758536,0.033
1.1082534999239133,0.9931034482758783,0.034
1.1093395219992872,1.358620689655171,0.027
1.1094637657670567,0.6689655172413658,0.032
1.1105632611991418,0.9724137931034389,0.062
1.1106580541750022,0.4965517241379267,0.038
1.1118385048222907,0.868965517241366,0.026
1.1141209801527743,1.234482758620683,0.02
1.1153141142153022,1.193103448275878,0.031
1.1165146430409578,1.3103448275861949,0.026
1.1178187357100096,1.3034482758620731,0.025
1.1213811487619432,1.3517241379310243,0.032
1.1225173566936721,1.2551724137930975,0.023
1.1237683698512857,1.0413793103448294,0.024
1.1261836320646137,0.7517241379310486,0.051
1.1273183092599934,0.6275862068965363,0.058
1.1297088579328016,0.7379310344827559,0.039
1.1308440541640774,1.3448275862068781,0.062
1.1309763399914727,1.1241379310344635,0.077
1.138102686043418,0.3999999999999999,0.043
1.1417077367553357,1.06896551724139,0.025
1.142896011299352,1.3724137931034637,0.028
1.1453198441977648,1.1586206896551707,0.025
1.146490851508378,0.8620689655172438,0.028
1.1512683611532406,0.8965517241379266,0.029
1.1524683601547219,0.7931034482758781,0.028
1.4930122913723323,0.427586206896561,0.031
1.4990213317489505,0.3517241379310243,0.02
1.5013992233778577,0.04827586206895118,0.033
1.502630055269135,0.2275862068965364,0.021
