time,cont,conterr
-2.0,-2.0,0.02
-1.1094043467486825,-1.0464135021097087,0.02
-1.1081035229292773,-0.5147679324894359,0.023
-1.0412835000554748,-0.7172995780590636,0.023
-0.6862784982456138,-0.3544303797468338,0.024
-0.6861905006844284,0.22784810126581645,0.023
-0.6839094853712442,-0.5400843881856692,0.024
-0.6227997335761148,-0.3375527426160414,0.027
-0.6216426299565998,0.37974683544303733,0.023
-0.6108649623008686,-0.41350210970462187,0.025
-0.5785440625794529,-0.7763713080168817,0.02
-0.5523317046822049,0.4050632911392409,0.029
-0.5475211841233576,0.06751054852321436,0.024
-0.5463231833522864,-0.050632911392421986,0.024
-0.23073822766448004,0.14345991561182458,0.023
-0.2294844071602402,-0.6582278481012755,0.021
-0.2235216544873484,-0.42194092827003304,0.024
-0.22230794239189255,-0.18565400843882052,0.021
-0.198487900042853,-0.05907172995780319,0.02
-0.19014139531465402,-0.47257383966243993,0.023
-0.1900764091438818,-0.4388185654008254,0.019
0.19719058241280019,0.49789029535864326,0.023
0.19959927096626107,-0.008438818565396078,0.026
0.20196072485599492,0.37130801687765613,0.023
0.22827508469398605,-0.03375527426159963,0.024
0.22947940140067136,0.3375527426160416,0.024
0.2306675968285341,0.10126582278482887,0.022
0.262950717209848,0.320675105485249,0.02
0.27252940595758135,0.06751054852321436,0.027
0.6311092920587873,0.6751054852320979,0.019
0.633566511067658,1.088607594936705,0.027
0.6503107756182405,0.37974683544303733,0.029
0.6526584157212851,1.0801687763713237,0.025
0.6599077432997968,0.1940928270042015,0.047
0.6622416151666277,1.4514767932489345,0.029
0.6646986675565905,0.8101265822784662,0.027
0.669434985161788,0.632911392405072,0.032
0.6813687075769743,1.367088607594913,0.033
0.6837674853018627,1.0126582278480942,0.03
0.6897463412731302,1.2489451476793367,0.032
0.7279521035211562,0.8607594936709035,0.029
1.0458991304277614,0.7172995780590936,0.028
1.0531071712781297,1.5864978902953633,0.023
1.0578578468785613,0.9873417721518907,0.038
1.059049230841012,1.147679324894523,0.025
1.0602370978258318,1.4430379746835533,0.038
1.0674309688764314,1.459915611814346,0.052
1.0722753082797793,1.3333333333333282,0.029
1.0734791023544852,0.8101265822784964,0.028
1.074629592761481,1.4430379746835533,0.029
1.0758754970693163,1.3755274261603243,0.03
1.0782765978694075,0.7088607594936827,0.029
1.0818953832475238,1.316455696202536,0.03
1.094863783938358,0.059071729957802965,0.079
1.0950053680598044,0.6919831223628901,0.054
1.102179027876672,1.3333333333333282,0.046
1.1022737381422614,1.7468354430379653,0.056
1.103394884441446,1.949367088607593,0.059
1.1045500174027456,0.7257383966244748,0.034
1.1046710510591558,1.6455696202531511,0.042
1.1058591290146866,1.3586497890295317,0.039
1.1081600486951086,1.5949367088607445,0.038
1.108253497931229,0.8101265822784662,0.045
1.1093395176072463,1.1054852320675268,0.031
1.1094637661695916,0.9029535864978993,0.049
1.1105632592022956,0.7341772151898858,0.032
1.1106580497805991,1.5780590717299519,0.039
1.111838500425756,1.687763713080177,0.034
1.1141209769508422,0.9957805907173021,0.025
1.1153141098125272,1.7468354430379653,0.032
1.1165146410334192,1.0717299578059123,0.028
1.117818732501429,1.0295358649788864,0.033
1.121381144348259,1.7552742616033763,0.037
1.1225173546753315,0.6582278481012453,0.027
1.1237683666320075,1.3924050632911467,0.028
1.126183630039681,0.1940928270042317,0.119
1.1273183036369283,0.3966244725738295,0.119
1.129708857100237,0.5063291139240245,0.045
1.1309763415540242,-1.1308016877637304,0.1
1.138102683997055,-0.4303797468354442,0.05
1.1417077311064059,0.945147679324895,0.033
1.1428960080456725,1.0548523206751201,0.032
1.145319843337131,0.624472573839661,0.029
1.1464908482482437,0.8691983122362843,0.031
1.152468355685142,1.7130801687763806,0.035
1.4762184915709549,1.6540084388185625,0.027
1.493012192792051,0.902953586497869,0.039
1.4990213158679744,1.0632911392405013,0.032
1.5013992110886987,0.49789029535867346,0.04
1.5026300441764606,0.7679324894514705,0.021
1.5061684113558784,0.45569620253164755,0.026
1.5122032812492674,0.5738396624472539,0.026
1.514619404122847,0.4388185654008554,0.022
1.5169254530286405,0.10970464135021007,0.02
1.517014662472718,0.7257383966244748,0.023
1.518126026203932,1.088607594936705,0.026
1.519400171818143,-0.025316455696188456,0.023
1.5205148667289263,0.3459915611814224,0.03
1.52061418238921,0.1940928270042015,0.03
1.5289837320713469,-0.16877637130802814,0.033
1.5301499913401955,0.4810126582278511,0.039
1.5350041348880628,0.430379746835444,0.032
1.5361807185360057,0.38818565400841853,0.03
1.5397849361468832,1.004219409282713,0.029
1.5421288950507757,1.4345991561181424,0.027
1.548175089036743,0.8438818565400812,0.032
1.5504592401418282,0.945147679324895,0.022
1.5540726469655466,0.936708860759484,0.024
1.5553139207060545,1.1983122362869296,0.035
1.5625001416710256,-0.03375527426159963,0.072
1.5648926789782238,2.0,0.043
1.566043570948774,1.0632911392405013,0.044
1.5732427258566952,1.4008438818565274,0.032
1.576831969341971,0.7594936708860893,0.031
1.5792426800976282,0.5654008438818727,0.06
1.580433923812501,0.6497890295358641,0.024
1.582827072455276,0.8523206751054921,0.03
1.5876028667558302,0.4219409282700628,0.034
1.9233572480100332,-0.8607594936708733,0.026
1.9340955588401263,-0.30379746835442667,0.025
1.935291236535995,-1.0295358649788866,0.026
1.9401487412308547,-0.5822784810126651,0.026
1.943721723189722,-1.3586497890295317,0.025
1.9569246118308894,-0.261603375527401,0.028
1.9629243551011109,-1.0970464135021158,0.026
1.9640989309312213,-0.7426160337552672,0.028
1.96771638215934,1.7805907172995799,0.036
1.9689086411707564,-0.5822784810126651,0.021
