time,cont,conterr
-2.0,1.2891396332863114,0.023
-1.1094043531355988,0.8829337094499268,0.02
-1.041283544555729,1.1819464033850515,0.022
-0.6862784743421959,1.610719322990132,0.022
-0.6861905654842835,1.638928067700987,0.021
-0.6839095561563933,1.6953455571226965,0.024
-0.6227997513988297,1.4245416078984463,0.02
-0.6216426285959917,1.5035260930888517,0.02
-0.6108649597028053,1.4640338504936392,0.024
-0.578544062262556,1.1875881523272303,0.02
-0.5523316994762641,1.125528913963342,0.028
-0.5475211812975043,1.475317348377997,0.023
-0.5463231793234271,1.1875881523272303,0.022
-0.23073822489814333,1.5655853314527604,0.022
-0.22948440319069707,1.4471086036671421,0.02
-0.2235216528937578,1.3850493653032538,0.022
-0.22230794079393723,1.5260930888575475,0.02
-0.19848789716054105,1.469675599435838,0.019
-0.1901413912036296,1.5373765867418854,0.023
-0.19007640743001897,1.3399153737658822,0.019
0.1971905843206132,1.3511988716502201,0.022
0.1984362488934912,1.5881523272214362,0.02
0.19959927528013166,1.2722143864597948,0.021
0.20196072678096177,1.2722143864597948,0.021
0.2282750891109684,1.0634696755994533,0.022
0.22947940582199333,1.5599435825105816,0.023
0.2306676012541291,1.3004231311706493,0.021
0.2629507217515359,1.5881523272214362,0.02
0.6311092463804271,1.9322990126939525,0.019
0.6335665145447198,2.0,0.022
0.6503107803542134,1.6671368124118415,0.023
0.6526584192670031,1.5937940761636153,0.023
0.6599077468715842,1.3229901269393651,0.022
0.6622416163494123,1.486600846262355,0.028
0.6646986723442949,1.6727785613540207,0.027
0.6694349899665335,1.1029619181946462,0.025
0.6813686620793522,1.6050775740479533,0.03
0.6837674901581496,1.475317348377997,0.026
0.6897463485483124,1.2609308885754569,0.028
0.7279521085363352,1.497884344146673,0.027
1.045899135387609,0.06488011283497785,0.021
1.0531071786612851,0.30747531734839306,0.016
1.059049238245544,-0.04795486600846122,0.018
1.060237104035938,0.08744710860367366,0.025
1.0674309763110967,-0.21720733427362982,0.045
1.0722753157318738,-0.2905500705218562,0.025
1.0746296002220332,-0.05923836389279913,0.02
1.0758755009382646,-0.3413258110014068,0.022
1.0782766065417806,0.1212976022566874,0.021
1.0818953919329104,-0.0987306064880118,0.02
1.0950053719975457,-0.22849083215796773,0.025
1.0950607242390071,0.019746121297606223,0.02
1.1021790342376057,-0.5331452750352714,0.03
1.1022737445035355,-0.4146685472496534,0.039
1.1033948920054497,-0.5331452750352714,0.079
1.1045500237722052,-0.2792665726375183,0.023
1.104671056230353,-0.3413258110014068,0.029
1.1058591317927613,-0.6911142454160821,0.023
1.1081600550775503,-0.2792665726375183,0.027
