time,cont,conterr
-2.0,-1.6,0.008
-1.1094043239734364,0.7999999999999998,0.008
-1.10810353731364,1.412499999999993,0.01
-1.04128356478512,1.3500000000000054,0.009
-0.6874017950076046,1.4874999999999958,0.009
-0.6862784934508233,1.5375000000000125,0.009
-0.6839095489022005,1.4874999999999958,0.009
-0.6227997911135832,1.2999999999999887,0.009
-0.6216426299565998,2.0,0.009
-0.6108649587047756,1.0499999999999945,0.009
-0.5785440601820577,0.7874999999999845,0.008
-0.5523317034835074,0.5749999999999917,0.009
-0.54752118292466,0.3499999999999832,0.008
-0.5463231809548912,1.2875000000000179,0.009
-0.23073822646578246,0.33750000000001235,0.008
-0.22948440356414745,-0.4499999999999722,0.009
-0.223521652089953,-0.33750000000001257,0.008
-0.22230793879579958,0.3499999999999832,0.009
-0.19848789764545782,0.2625000000000095,0.008
-0.19014139411595643,0.4624999999999875,0.008
0.19719058481019536,-0.15000000000000546,0.008
0.19843624817989625,0.587500000000007,0.008
0.1995992757610514,0.5500000000000056,0.009
0.2019607272533901,0.22500000000000853,0.008
0.2282750882900788,0.1374999999999904,0.008
0.2294794049967641,0.4624999999999875,0.009
0.23066759922592972,-0.09999999999998899,0.008
0.262950718408554,0.8999999999999888,0.008
0.27252940715627894,0.9500000000000055,0.009
0.6311092513030854,-0.4874999999999736,0.014
0.6335665122663556,-0.16249999999997633,0.011
0.6503107804130308,-0.6749999999999805,0.008
0.6526584181186803,-0.30000000000001115,0.008
0.659907745697192,-1.6750000000000027,0.036
0.6622416163653253,-0.4999999999999889,0.015
0.6646986711526832,-0.3999999999999999,0.009
0.6694349875591832,-0.28749999999999587,0.009
0.6813686848017282,-0.8375000000000015,0.014
0.6837674876992583,-0.4125000000000152,0.009
0.6897463460679205,-0.16249999999997633,0.009
0.7279521047198627,0.4624999999999875,0.009
1.0458991340238541,-0.21249999999999303,0.008
1.0531071736755249,0.6750000000000251,0.008
1.057857850474654,-0.7499999999999833,0.008
1.0590492344371047,0.4500000000000166,0.008
1.060237102620622,-0.23749999999997917,0.01
1.0674309724725246,0.7125000000000266,0.013
1.0722753106771745,0.6250000000000084,0.009
1.0734791059505784,-0.30000000000001115,0.008
1.0746295951588762,0.5125000000000042,0.009
1.0758755006654095,-0.5374999999999903,0.008
1.081895388042314,0.7999999999999998,0.014
1.0925766984224845,0.7499999999999836,0.009
1.094863786335753,0.9500000000000055,0.018
1.0950053716558972,-0.11250000000000426,0.012
1.1021790314727649,-0.42499999999998606,0.011
1.1022737429370522,0.7999999999999998,0.013
1.1033948868388412,0.5625000000000209,0.011
1.1045500209988384,-0.13749999999999019,0.01
1.1046710570526437,0.5749999999999917,0.011
1.1058591350081746,-0.062499999999987566,0.01
1.1081600510925038,0.17499999999999183,0.009
1.1082535027260194,0.42499999999998606,0.012
1.1093395200046414,0.6250000000000084,0.012
1.109463770964382,-0.33750000000001257,0.01
1.1105632615996908,-0.2625000000000097,0.009
1.110658056972785,0.43750000000000133,0.01
1.1118385052205468,0.6625000000000099,0.009
1.1141209793482374,-0.19999999999997775,0.008
1.1153141110112248,0.5625000000000209,0.009
1.1165146434308149,-0.0500000000000167,0.008
1.1178187372962194,0.4624999999999875,0.009
1.1189372464615297,-0.30000000000001115,0.008
1.1213811479443523,0.8375000000000012,0.01
1.1225173570727272,-0.2749999999999806,0.008
1.1237683702281003,0.687499999999996,0.009
1.1261836348344718,-0.19999999999997775,0.009
1.127318307233021,0.7249999999999974,0.013
1.1297088582989345,-0.30000000000001115,0.012
1.1308440509320765,0.6625000000000099,0.015
1.130976345150117,0.09999999999998899,0.027
1.1381026875931477,-0.062499999999987566,0.012
1.1428960116417652,0.3499999999999832,0.009
1.145319849330619,-0.2250000000000083,0.009
1.1464908518443364,0.587500000000007,0.009
1.1512683638780041,-0.37500000000001377,0.008
1.4762185275318749,-0.28749999999999587,0.017
1.4930121987855394,-1.575000000000014,0.014
1.4990213470341036,-0.7375000000000125,0.012
1.5013992530430982,-0.9374999999999902,0.016
1.5026300465738558,-2.0,0.01
1.5061684149519712,-1.5624999999999987,0.011
1.5122032848453602,-0.7375000000000125,0.014
1.514619404122847,-1.5874999999999848,0.024
1.5169254242599148,-1.3749999999999916,0.012
1.5170146169222258,-0.8249999999999862,0.016
1.518125963871682,-0.4999999999999889,0.012
1.51940011667807,-1.4749999999999805,0.011
1.5205147864162116,-0.4125000000000152,0.013
1.520614187183992,-1.7999999999999778,0.013
1.5301500656594218,-0.33750000000001257,0.014
1.5350042116046843,-0.4874999999999736,0.014
1.536180688568574,-1.3749999999999916,0.016
1.5397848929937776,-0.11250000000000426,0.017
1.5421288483015858,-0.5125000000000042,0.011
1.5481750938315333,-0.312499999999982,0.016
1.550459190995252,-0.47500000000000275,0.013
1.5540726781316758,-0.6625000000000096,0.014
1.5553139099177762,-0.4624999999999875,0.015
1.562500231573321,-0.47500000000000275,0.042
1.5648927161378325,-0.42499999999998606,0.014
1.573242736644965,-0.6625000000000096,0.015
1.576831983726334,-0.7624999999999986,0.013
1.5792426741041399,-0.4999999999999889,0.015
1.5804339286072913,-0.5624999999999765,0.012
1.5828271935236922,-0.4624999999999875,0.015
1.587602849974072,-0.4624999999999875,0.026
1.9209550324215305,-0.7750000000000139,0.012
1.9233571916712622,-0.924999999999975,0.015
1.93409552048182,-0.4125000000000152,0.017
1.9352912377346927,-0.8125000000000153,0.016
1.9401487088660274,-0.6625000000000096,0.015
1.943721725587117,-0.9374999999999902,0.012
1.9569245818634573,-0.4624999999999875,0.013
1.9629243335245627,-1.012499999999993,0.02
1.9640989620973506,-0.2250000000000083,0.016
1.9665284132852574,-1.5499999999999834,0.014
1.96771638215934,-0.2625000000000097,0.015
1.968908643568152,-1.1624999999999988,0.013
1.9701143555584046,0.0,0.021
1.971311108485672,-1.112499999999982,0.011
1.9737014617665394,-0.6250000000000082,0.02
1.974910147724584,-0.42499999999998606,0.022
1.9761029905015413,-1.4625000000000097,0.023
1.9880867021866435,-0.6250000000000082,0.018
1.9891882306072262,-0.9875000000000069,0.015
1.9927769646461884,-1.299999999999989,0.017
1.9963788196248502,-1.112499999999982,0.011
2.0,-1.087499999999996,0.01
