,mjd,mag,magerr
51081.417441,19.765,0.021
51818.403452,19.841,0.02
51875.2324,19.747,0.02
52171.391502,19.764,0.019
52171.464849,19.734,0.017
52173.367774,19.735,0.021
52224.347957,19.669,0.017
52225.31326,19.658,0.017
52234.304412,19.639,0.019
52261.267767,19.655,0.017
52283.135142,19.677,0.023
52287.148264,19.637,0.017
52288.147683,19.65,0.017
52551.420969,19.778,0.02
52552.466956,19.768,0.019
52557.441316,19.79,0.02
52558.453842,19.708,0.018
52578.325451,19.697,0.017
52585.288431,19.749,0.019
52585.342645,19.737,0.017
52908.415882,19.985,0.022
52909.455064,19.955,0.019
52910.425306,19.994,0.024
52912.395322,19.925,0.02
52934.347791,19.934,0.022
52935.352477,19.86,0.021
52936.343716,19.924,0.022
52963.275556,19.796,0.018
53270.407804,19.961,0.019
53272.457714,19.939,0.021
53286.426433,19.897,0.022
53288.384926,19.952,0.021
53294.432598,19.957,0.023
53296.379604,19.875,0.03
53298.429374,19.875,0.023
53302.380596,19.89,0.025
53312.33613,19.847,0.028
53314.337325,19.891,0.025
53319.325123,19.894,0.025
53351.197861,19.878,0.022
53616.441678,20.174,0.026
53622.454907,20.122,0.021
53626.418106,20.118,0.028
53627.412005,20.157,0.025
53628.40297,20.18,0.033
53638.445715,20.138,0.031
53639.449967,20.233,0.028
53640.40975,20.091,0.027
53641.449132,20.153,0.03
53643.452226,20.066,0.028
53646.471158,20.062,0.025
53657.408016,19.978,0.041
53657.454192,20.022,0.027
53663.392565,20.064,0.045
53663.471575,20.019,0.049
53664.406881,20.192,0.124
53665.370537,20.137,0.032
53665.471507,19.988,0.04
53666.462648,20.097,0.03
53668.382166,20.014,0.033
53668.460124,20.11,0.04
53669.366126,20.08,0.031
53669.469775,20.011,0.036
53670.387018,20.039,0.035
53670.466095,19.968,0.037
53671.450873,20.13,0.028
53673.355006,19.97,0.022
53674.350364,20.102,0.03
53675.351893,20.0,0.026
53676.439816,20.034,0.026
53679.41172,20.003,0.028
53680.359591,20.017,0.024
53681.403234,19.984,0.028
53683.41814,20.075,0.057
53684.364732,20.005,0.046
53686.359022,20.094,0.041
53687.306047,19.982,0.051
53693.361481,20.057,0.055
53694.376193,19.988,0.041
53696.368951,20.054,0.028
53697.360259,20.019,0.028
53699.382316,20.095,0.025
53700.359215,20.066,0.03
53704.344801,20.02,0.028
53705.345885,20.041,0.031
53989.440849,20.025,0.039
53994.453909,19.968,0.023
53997.464466,19.954,0.02
54000.416328,19.956,0.027
54005.450785,19.938,0.031
54007.466423,19.941,0.025
54009.3902,19.742,0.029
54009.464629,19.888,0.021
54010.391737,19.868,0.026
54011.454709,19.881,0.026
54012.384591,19.979,0.027
54012.467518,19.952,0.029
54019.449939,19.961,0.051
54020.422639,19.931,0.031
54024.47215,19.927,0.033
54025.45376,19.965,0.025
54028.460434,19.945,0.029
54030.415902,19.896,0.031
54035.459869,19.952,0.031
54037.36536,19.958,0.031
54040.379853,19.915,0.028
54041.415431,19.975,0.021
54047.410391,19.952,0.048
54049.40629,19.993,0.038
54050.366518,19.97,0.048
54053.385933,20.02,0.029
54056.37229,19.954,0.026
54059.366589,19.963,0.025
54061.377656,19.979,0.047
54062.371455,19.956,0.021
54064.367901,19.98,0.026
54068.352055,19.945,0.041
54346.447482,20.041,0.034
54348.451436,20.0,0.025
54357.409774,20.027,0.018
54358.407282,19.998,0.026
54362.459578,19.985,0.023
54365.440363,19.996,0.022
54376.454743,20.052,0.028
54381.459913,19.998,0.024
54382.439819,19.971,0.032
54385.457586,20.038,0.02
54386.452269,20.093,0.02
54387.458096,20.034,0.04
54388.456465,20.053,0.023
54392.45404,20.055,0.027
54402.451245,20.081,0.051
54403.370274,20.101,0.051
54406.364218,20.049,0.022
54412.389911,20.086,0.035
